symbol,security_id,exchange
NBCC-Aug2025-FUT,64951,NSE
NCC-Aug2025-FUT,64952,NSE
NESTLEIND-Aug2025-FUT,64953,NSE
NHPC-Aug2025-FUT,64954,NSE
NMDC-Aug2025-FUT,64959,NSE
NTPC-Aug2025-FUT,64962,NSE
NYKAA-Aug2025-FUT,64963,NSE
OBEROIRLTY-Aug2025-FUT,64964,NSE
OFSS-Aug2025-FUT,64965,NSE
OIL-Aug2025-FUT,64968,NSE
ONGC-Aug2025-FUT,64969,NSE
PAGEIND-Aug2025-FUT,64970,NSE
PATANJALI-Aug2025-FUT,64971,NSE
PAYTM-Aug2025-FUT,64972,NSE
PERSISTENT-Aug2025-FUT,64973,NSE
PETRONET-Aug2025-FUT,64974,NSE
PFC-Aug2025-FUT,64975,NSE
PHOENIXLTD-Aug2025-FUT,64976,NSE
PIDILITIND-Aug2025-FUT,64977,NSE
PIIND-Aug2025-FUT,64978,NSE
PNB-Aug2025-FUT,64979,NSE
PNBHOUSING-Aug2025-FUT,64981,NSE
POLICYBZR-Aug2025-FUT,64982,NSE
POLYCAB-Aug2025-FUT,64984,NSE
POONAWALLA-Aug2025-FUT,64985,NSE
POWERGRID-Aug2025-FUT,64986,NSE
PPLPHARMA-Jul2025-FUT,64988,NSE
PPLPHARMA-Aug2025-FUT,64989,NSE
PRESTIGE-Aug2025-FUT,64990,NSE
RBLBANK-Aug2025-FUT,64991,NSE
RECLTD-Aug2025-FUT,64994,NSE
RELIANCE-Aug2025-FUT,64995,NSE
RVNL-Jul2025-FUT,64997,NSE
RVNL-Aug2025-FUT,64998,NSE
SAIL-Aug2025-FUT,64999,NSE
SBICARD-Aug2025-FUT,65034,NSE
SBILIFE-Aug2025-FUT,65035,NSE
SBIN-Aug2025-FUT,65036,NSE
SHREECEM-Aug2025-FUT,65037,NSE
SHRIRAMFIN-Aug2025-FUT,65124,NSE
SIEMENS-Aug2025-FUT,65125,NSE
SJVN-Aug2025-FUT,65176,NSE
SOLARINDS-Aug2025-FUT,65177,NSE
SONACOMS-Aug2025-FUT,65196,NSE
SRF-Aug2025-FUT,65197,NSE
SUNPHARMA-Aug2025-FUT,65198,NSE
SUPREMEIND-Aug2025-FUT,65203,NSE
SYNGENE-Aug2025-FUT,65206,NSE
TATACHEM-Aug2025-FUT,65207,NSE
TATACONSUM-Aug2025-FUT,65208,NSE
TATAELXSI-Aug2025-FUT,65212,NSE
TATAMOTORS-Aug2025-FUT,65213,NSE
TATAPOWER-Aug2025-FUT,65217,NSE
TATASTEEL-Aug2025-FUT,65218,NSE
TATATECH-Aug2025-FUT,65221,NSE
TCS-Aug2025-FUT,65222,NSE
TECHM-Aug2025-FUT,65223,NSE
TIINDIA-Aug2025-FUT,65224,NSE
TITAGARH-Aug2025-FUT,65225,NSE
TITAN-Aug2025-FUT,65226,NSE
TORNTPHARM-Aug2025-FUT,65227,NSE
TORNTPOWER-Aug2025-FUT,65228,NSE
TRENT-Aug2025-FUT,65231,NSE
TVSMOTOR-Aug2025-FUT,65232,NSE
ULTRACEMCO-Aug2025-FUT,65233,NSE
UNIONBANK-Aug2025-FUT,65234,NSE
UNITDSPR-Aug2025-FUT,65235,NSE
UNOMINDA-Jul2025-FUT,65239,NSE
UNOMINDA-Aug2025-FUT,65242,NSE
UPL-Aug2025-FUT,65243,NSE
VBL-Aug2025-FUT,65244,NSE
VEDL-Aug2025-FUT,65245,NSE
VOLTAS-Aug2025-FUT,65248,NSE
WIPRO-Aug2025-FUT,65249,NSE
YESBANK-Aug2025-FUT,65250,NSE
ZYDUSLIFE-Aug2025-FUT,65251,NSE
